"prey","Base","Vec","Rab5GDP","Rab5GTP","Enr_GDP","Enr_GTP","sEnr_GDP","sEnr_GTP","p_GDP_Vec","p_GTP_Vec","p_GTP_GDP","p_GDP_GTP","p_GDP","p_GTP","Base_diUb","Vec_diUb","diUb1","Enr_diUb","sEnr_diUb","p_Bind_diUb","Base_diUb4","Vec_diUb4","di4spUb","Enr_diUb4","sEnr_diUb4","p_Bind_diUb4"
"Kif1c",60.1,14.9,0,0,-8.22,-8.22,-2.24,-3.87,0.019,0,0.158,0.842,0.016,0,59.4,14.9,0,-8.22,-6.9,0.009,59.6,14.9,0,-8.22,-7.48,0.004
"Kif21a",117.8,0.5,0,0,-3.37,-3.37,-2.17,-3.73,0.021,0,0.155,0.845,0.018,0,127.7,0.5,0.1,-2.37,-4.8,0.015,123.4,0.5,0,-3.37,-6.86,0.006
"Kif21b",8.7,0,0.1,0,1.26,0,-1.7,-3.73,0.047,0,0.087,0.913,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif23",32.2,0,0.1,0,1.26,0,-1.75,-3.74,0.044,0,0.095,0.905,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif27",91.9,0,0.1,0,1.92,0,-1.66,-3.76,0.061,0,0.088,0.912,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif2a",174.4,19,0.1,0.4,-7.31,-5.48,-2.2,-3.72,0.019,0,0.167,0.833,0.016,0,171.3,19,0.1,-6.98,-5.89,0.005,172,19,0.1,-7.53,-6.73,0.003
"Kif2b",55.2,0.1,0.1,0,0.03,-1.23,-1.86,-3.75,0.032,0,0.101,0.899,0.029,0,56,0.1,0,-1.23,-6.06,0.015,50.6,0.1,0,-1.23,-6.61,0.009
"Kif2c",60.9,0.1,0,0.2,-1.23,0.77,-2.17,-3.15,0.02,0.002,0.284,0.716,0.014,0,64.9,0.1,0,-1.23,-6.07,0.016,70.8,0.1,0,-1.23,-6.57,0.009
"Kif3a",142.6,111.6,1120.1,0,3.33,-11.13,-0.63,-3.86,0.31,0,0.028,0.972,0.301,0,164.7,111.6,0,-11.13,-7.22,0.008,165.6,111.6,0,-11.13,-7.74,0.004
"Kif3b",155.5,126.7,0.2,0.2,-8.93,-9.31,-2.21,-3.84,0.018,0,0.15,0.85,0.015,0,143.4,126.7,0,-11.31,-7.24,0.008,145.2,126.7,0.2,-9.25,-6.8,0.003
"Kif3c",42.1,0.1,0,0,-1.23,-1.23,-2.07,-3.67,0.021,0,0.147,0.853,0.018,0,45.5,0.1,0,-1.23,-6.02,0.013,44.8,0.1,0,-1.23,-6.58,0.011
"Kif4",12.5,0,0.1,0,1.26,0,-1.66,-3.73,0.062,0,0.101,0.899,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kif5a",126.8,0.1,0.2,0.2,0.57,0.66,-1.96,-3.28,0.023,0,0.175,0.825,0.019,0,130.8,0.1,0.1,-0.8,-4.31,0.035,137.2,0.1,0.1,-0.76,-4.71,0.023
"Kif5b",194.6,84.4,0.8,0.1,-6.69,-9.4,-2.13,-3.87,0.019,0,0.147,0.853,0.017,0,189,84.4,1.1,-6.2,-5.39,0.006,187.5,84.4,0,-10.72,-7.72,0.006
"Kif5c",308.9,350.2,0.8,0.5,-8.74,-9.45,-2.22,-3.87,0.022,0,0.154,0.846,0.019,0,327.1,350.2,0.2,-10.77,-6.8,0.006,309.1,350.2,0.1,-11.73,-7.61,0.004
"Kif9",115.9,0.1,0.2,0,1.28,-1.1,-1.66,-3.77,0.053,0,0.082,0.918,0.048,0,139.7,0.1,0,-1.1,-6.14,0.012,128.9,0.1,0.1,-0.06,-4.43,0.043
"Kifap3",301.5,4.3,0.6,0.5,-2.67,-3.11,-2.07,-3.53,0.019,0,0.162,0.838,0.016,0,293.4,4.3,0.1,-5.43,-5.68,0.005,302.2,4.3,0,-6.43,-7.25,0.004
"Kin",38.6,0.1,0,0,-1.1,-1.1,-2.12,-3.71,0.02,0,0.162,0.838,0.016,0,31.2,0.1,0,-1.1,-6.03,0.011,29.2,0.1,0,-1.1,-6.65,0.01
"Kit",101.7,0.2,0,0,-2.21,-2.21,-2.12,-3.79,0.018,0,0.14,0.86,0.016,0,96.5,0.2,0,-2.21,-6.16,0.012,92.7,0.2,0,-2.21,-6.76,0.008
"Kitl",219.1,1.9,0.3,0.8,-2.56,-1.28,-2.11,-3.28,0.019,0,0.22,0.78,0.015,0,217.2,1.9,0.1,-4.28,-5.39,0.009,221.4,1.9,0.1,-4.24,-5.77,0.005
"Kiz",103,0,0.2,0.5,2.38,3.32,-2,-3.14,0.024,0.001,0.237,0.763,0.018,0,0,0,0,0,0,0,111.1,0,0.1,1.04,-4.1,0.064
"Kl",69.9,112.3,0.1,0.2,-9.87,-8.67,-2.24,-3.85,0.023,0,0.168,0.832,0.019,0,65.5,112.3,0,-11.13,-7.24,0.008,59.3,112.3,0,-11.13,-7.71,0.004
"Klf11",9.2,0,0.1,0,1.26,0,-1.66,-3.7,0.06,0,0.099,0.901,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf3",6.6,0,0.1,0,1.92,0,-1.53,-3.72,0.082,0,0.083,0.917,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klf4",91.2,0.1,0.1,0,0.16,-1.1,-1.88,-3.75,0.036,0,0.115,0.885,0.032,0,92.5,0.1,0,-1.1,-5.97,0.014,90.6,0.1,0.1,-0.06,-4.37,0.04
"Klf6",127,0.5,0.2,0.5,-1.13,-0.18,-2.01,-3.28,0.021,0,0.208,0.792,0.016,0,117.3,0.5,0.1,-2.5,-4.86,0.014,117.9,0.5,0,-3.51,-6.91,0.008
"Klf9",122.5,2.8,95,0.1,5.07,-4.5,-0.41,-3.86,0.386,0,0.027,0.973,0.376,0,111.9,2.8,0,-5.82,-6.57,0.01,108,2.8,0,-5.82,-7.19,0.003
"Klhdc1",26,2.5,0,0,-5.69,-5.69,-2.19,-3.83,0.017,0,0.151,0.849,0.014,0,19.6,2.5,0,-5.69,-6.53,0.009,20.8,2.5,0,-5.69,-7.05,0.006
"Klhdc10",114.2,4158.6,0.1,0.1,-15.08,-15.02,-2.21,-3.88,0.018,0,0.143,0.857,0.016,0,120.3,4158.6,2982.9,-0.48,-2.43,0.125,109.3,4158.6,0.2,-14.28,-7.79,0.003
"Klhdc2",187.3,0.1,0.3,0,1,-1.72,-1.7,-3.79,0.047,0,0.086,0.914,0.043,0,175.4,0.1,0,-1.72,-6.04,0.014,169.3,0.1,0,-1.72,-6.71,0.007
"Klhdc7a",4,0.1,0,0,-1.1,-1.1,-2.08,-3.74,0.023,0,0.155,0.845,0.019,0,1.6,0.1,0,-1.1,-5.89,0.02,1.8,0.1,0,-1.1,-6.42,0.012
"Klhdc8b",15.8,0.1,0,0,-1.23,-1.23,-2.07,-3.69,0.022,0,0.158,0.842,0.018,0,10.8,0.1,0,-1.23,-5.93,0.014,11.8,0.1,0,-1.23,-6.6,0.01
"Klhdc9",6,10.1,0,0,-7.66,-7.66,-2.21,-3.84,0.024,0,0.159,0.841,0.02,0,6.7,10.1,0,-7.66,-6.85,0.007,5.9,10.1,0,-7.66,-7.37,0.006
"Klhl10",148.8,0.2,0.1,0.2,-1.07,0.13,-2.12,-3.32,0.024,0,0.223,0.777,0.018,0,136.3,0.2,0.2,-0.01,-3.14,0.084,129,0.2,0,-2.33,-6.73,0.006
"Klhl11",5,0.1,0,0,-1.23,-1.23,-2.08,-3.73,0.02,0,0.148,0.852,0.017,0,3.1,0.1,0,-1.23,-5.98,0.016,4.9,0.1,0,-1.23,-6.54,0.009
"Klhl12",95.8,0.1,0.1,0,0.03,-1.23,-1.85,-3.74,0.034,0,0.108,0.892,0.031,0,106.2,0.1,0,-1.23,-6.1,0.014,106.7,0.1,0,-1.23,-6.62,0.009
"Klhl13",58.9,0,0.1,0,1.26,0,-1.78,-3.75,0.044,0,0.102,0.898,0.039,0,0,0,0,0,0,0,53.7,0,0.1,1.04,-4.06,0.069
"Klhl14",15.9,0.5,0,0,-3.52,-3.52,-2.14,-3.75,0.02,0,0.154,0.846,0.017,0,17.5,0.5,0,-3.52,-6.25,0.009,15.1,0.5,0,-3.52,-6.88,0.007
"Klhl15",38.7,0.1,0.1,0,0.16,-1.1,-1.82,-3.71,0.041,0,0.112,0.888,0.036,0,42.4,0.1,0,-1.1,-6.06,0.013,39.4,0.1,0,-1.1,-6.55,0.01
"Klhl2",121.5,42.3,0.1,172.7,-8.46,2.03,-2.23,-2.28,0.023,0.042,0.514,0.486,0.011,0.021,116.9,42.3,0,-9.73,-7.12,0.007,114.3,42.3,0,-9.73,-7.65,0.004
"Klhl20",39.7,0,0.1,0,1.26,0,-1.72,-3.73,0.047,0,0.09,0.91,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl22",9.2,17,0.1,0,-7.15,-8.42,-2.19,-3.88,0.019,0,0.15,0.85,0.016,0,10.6,17,325.7,4.25,1.71,0.746,9.1,17,0,-8.42,-7.49,0.004
"Klhl23",94.8,1774.7,0.1,0.2,-13.19,-13.11,-2.22,-3.87,0.018,0,0.143,0.857,0.015,0,98.9,1774.7,0,-15.12,-7.38,0.012,106,1774.7,0.1,-14.08,-7.87,0.004
"Klhl24",145.7,3.7,0.1,0.4,-4.95,-3.12,-2.15,-3.54,0.025,0,0.186,0.814,0.02,0,146.5,3.7,0,-6.21,-6.64,0.007,142.4,3.7,0.2,-3.83,-5.02,0.008
"Klhl25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0.1,1.04,-3.59,0.101
"Klhl29",5.9,0,0.1,0,1.26,0,-1.65,-3.73,0.063,0,0.095,0.905,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl5",218.7,77.1,0.1,0.1,-9.33,-9.27,-2.2,-3.82,0.018,0,0.157,0.843,0.015,0,216.4,77.1,0,-10.59,-7.2,0.011,213.4,77.1,0.1,-9.55,-7.02,0.002
"Klhl6",30.2,0.1,0,0,-1.23,-1.23,-2.06,-3.7,0.026,0,0.154,0.846,0.022,0,24.4,0.1,0,-1.23,-5.94,0.015,26,0.1,0,-1.23,-6.55,0.008
"Klhl7",104,0.9,0.1,0,-2.26,-4.18,-2.01,-3.84,0.025,0,0.112,0.888,0.022,0,101.9,0.9,0.1,-3.18,-5.03,0.013,100.2,0.9,0,-4.18,-7.01,0.006
"Klhl8",30.9,0,0.1,0,1.26,0,-1.71,-3.74,0.05,0,0.091,0.909,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klhl9",76.2,0.2,0.1,0,-0.95,-2.21,-1.9,-3.75,0.029,0,0.114,0.886,0.026,0,82.1,0.2,0,-2.21,-6.14,0.012,78.3,0.2,0,-2.21,-6.65,0.005
"Klk1",68.7,0,0.1,0,1.26,0,-1.74,-3.72,0.052,0,0.106,0.894,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klk1b8",17.2,0.1,0,0,-1.23,-1.23,-2.05,-3.72,0.028,0,0.143,0.857,0.024,0,17.2,0.1,0,-1.23,-5.94,0.015,16.8,0.1,0,-1.23,-6.5,0.009
"Klkb1",34.3,1.5,0,0.1,-4.99,-3.67,-2.2,-3.64,0.02,0,0.18,0.82,0.017,0,31.2,1.5,0.1,-3.99,-5.11,0.009,30.6,1.5,0.1,-3.95,-5.52,0.007
"Klra17",6.6,0,0.1,0,1.92,0,-1.56,-3.75,0.07,0,0.079,0.921,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klrg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0.1,1.04,-3.27,0.12
"Klrk1",23.6,9.9,0,0,-7.63,-7.63,-2.25,-3.88,0.023,0,0.165,0.835,0.019,0,14.9,9.9,0,-7.63,-6.71,0.008,16.3,9.9,0,-7.63,-7.49,0.003
"Kmo",80.4,0.1,0,0.1,-1.1,0.22,-2.14,-3.36,0.022,0.001,0.229,0.771,0.017,0,92.9,0.1,0.1,-0.1,-4.05,0.047,86.6,0.1,0,-1.1,-6.64,0.009
"Kmt2a",25.4,0.3,0,0,-2.75,-2.75,-2.15,-3.77,0.018,0,0.161,0.839,0.015,0,27.9,0.3,0,-2.75,-6.13,0.013,28,0.3,0,-2.75,-6.7,0.008
"Kmt2c",103.5,20.8,0.2,0,-6.33,-8.7,-2.17,-3.88,0.018,0,0.136,0.864,0.016,0,96.3,20.8,0,-8.7,-6.89,0.007,98.6,20.8,0,-8.7,-7.52,0.004
"Kmt2e",200.6,155.6,0.2,0.2,-9.23,-9.14,-2.22,-3.86,0.016,0,0.161,0.839,0.014,0,182.2,155.6,0,-11.6,-7.24,0.008,185.2,155.6,130.7,-0.25,-2.09,0.184
"Kng1",33.6,5.4,0,0,-6.76,-6.76,-2.2,-3.85,0.021,0,0.153,0.847,0.017,0,34.5,5.4,0.1,-5.76,-5.73,0.007,30.8,5.4,0,-6.76,-7.32,0.004
"Kng2",212.4,219.6,0.1,0.1,-10.84,-10.78,-2.25,-3.86,0.022,0,0.161,0.839,0.019,0,198.7,219.6,0.1,-10.51,-6.77,0.005,204.5,219.6,0.1,-11.06,-7.38,0.004
"Knop1",69.3,1.4,0,0,-4.89,-4.89,-2.22,-3.78,0.018,0,0.154,0.846,0.015,0,65.9,1.4,0,-4.89,-6.54,0.012,76.4,1.4,0,-4.89,-7.08,0.004
"Knstrn",48.2,32.6,0.1,0,-8.09,-9.35,-2.22,-3.88,0.021,0,0.158,0.842,0.018,0,58.1,32.6,0,-9.35,-7.03,0.009,50.3,32.6,0.1,-8.31,-6.84,0.003
"Kntc1",26,0,0.1,0.1,1.26,1.32,-1.93,-3.37,0.03,0,0.175,0.825,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kpna1",146.4,8.8,0.5,0.1,-4.03,-6.14,-2.08,-3.8,0.019,0,0.121,0.879,0.016,0,169.4,8.8,0,-7.47,-6.8,0.006,160,8.8,0.1,-6.43,-6.38,0.003
"Kpna2",313.3,0.7,0.3,0.2,-1.22,-1.94,-1.96,-3.57,0.025,0,0.138,0.862,0.022,0,307.8,0.7,0,-3.94,-6.44,0.009,300.3,0.7,0.1,-2.9,-5.34,0.011
"Kpna3",150.5,1.8,0.7,0,-1.33,-5.24,-1.84,-3.87,0.03,0,0.087,0.913,0.027,0,154.1,1.8,0,-5.24,-6.53,0.008,142,1.8,0,-5.24,-7.13,0.004
"Kpna4",168.5,0.1,0.1,0.1,-0.54,-0.48,-2,-3.51,0.025,0,0.16,0.84,0.021,0,157.4,0.1,0,-1.8,-6.08,0.014,164.6,0.1,0,-1.8,-6.75,0.008
"Kpna6",84.9,0.1,0.1,0.2,0.16,0.9,-2,-3.27,0.023,0.001,0.203,0.797,0.018,0,94.4,0.1,0.1,-0.1,-3.94,0.048,98.2,0.1,0,-1.1,-6.64,0.009
"Kpnb1",384.1,34,0.8,0.5,-5.26,-6.09,-2.12,-3.73,0.023,0,0.149,0.851,0.019,0,440.8,34,0.2,-7.41,-5.99,0.004,436.1,34,0.2,-7.35,-6.39,0.002
"Kras",215,5,0.2,0,-4.27,-6.65,-2.1,-3.85,0.021,0,0.132,0.868,0.019,0,192.6,5,0,-6.65,-6.65,0.006,208.9,5,0,-6.65,-7.29,0.006
"Krba1",16.4,0,0.1,0,1.26,0,-1.69,-3.76,0.055,0,0.087,0.913,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Krcc1",232.6,211.1,0.3,0.2,-9.32,-10.04,-2.21,-3.86,0.019,0,0.15,0.85,0.016,0,216.1,211.1,0.2,-9.72,-6.45,0.004,221.6,211.1,0,-12.04,-7.89,0.005
"Krit1",128.1,52.1,0,8,-10.03,-2.69,-2.2,-3.37,0.019,0.001,0.243,0.757,0.014,0,113.9,52.1,0,-10.03,-7.08,0.009,122.7,52.1,0,-10.03,-7.72,0.005
"Krr1",133.5,0.4,0.2,0.3,-0.83,-0.39,-1.98,-3.31,0.024,0.001,0.19,0.81,0.02,0,149.8,0.4,0.1,-2.2,-4.75,0.022,145.2,0.4,0,-3.2,-6.84,0.006
"Krt13",10.2,0.1,0,0,-1.23,-1.23,-2.07,-3.69,0.026,0,0.161,0.839,0.022,0,11.7,0.1,0,-1.23,-5.99,0.016,12.3,0.1,0,-1.23,-6.62,0.008
"Krt14",15.3,0,0.1,0,1.92,0,-1.56,-3.76,0.069,0,0.079,0.921,0.064,0,15.1,0,0.1,1,-3.18,0.137,0,0,0,0,0,0
"Krt17",11.5,0.1,0,0.1,-1.72,-0.39,-2.17,-3.39,0.016,0,0.225,0.775,0.013,0,10.9,0.1,0,-1.72,-6,0.014,11.1,0.1,0,-1.72,-6.6,0.009
"Krt19",13.9,0.1,0,0,-1.1,-1.1,-2.09,-3.67,0.018,0,0.142,0.858,0.015,0,10.3,0.1,0,-1.1,-5.91,0.018,14.3,0.1,0,-1.1,-6.56,0.009
"Krt222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.4,0,-5.61,-6.46,0.01,1.9,2.4,0,-5.61,-7.03,0.004
"Krt6a",21.1,14.1,0.1,0,-6.88,-8.15,-2.19,-3.87,0.022,0,0.157,0.843,0.019,0,27.2,14.1,0,-8.15,-6.87,0.009,26.6,14.1,0,-8.15,-7.42,0.004
"Krt6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0.1,1,-3.35,0.099,14.7,0,0.1,1.04,-3.75,0.097
"Krt8",7.4,0.1,0,0,-1.23,-1.23,-2.07,-3.68,0.027,0,0.155,0.845,0.022,0,8.6,0.1,0,-1.23,-5.93,0.016,7.9,0.1,0,-1.23,-6.48,0.014
"Kti12",4.3,11.9,1,0,-3.45,-7.91,-1.99,-3.87,0.025,0,0.119,0.881,0.022,0,3.8,11.9,0,-7.91,-6.79,0.007,3.9,11.9,0,-7.91,-7.32,0.004
"Ktn1",134.4,0.1,0.1,0.2,0.12,0.66,-2,-3.24,0.02,0.001,0.211,0.789,0.016,0,142.1,0.1,0,-1.8,-6.13,0.012,128.1,0.1,0,-1.8,-6.64,0.008
"Kxd1",29.9,0,0,0.1,0,1.32,-2.12,-3.26,0.022,0.001,0.238,0.762,0.016,0,0,0,0,0,0,0,29.2,0,0.1,1.04,-3.64,0.096
"Kynu",19.8,0.9,0.1,0,-2.92,-4.18,-2.05,-3.8,0.026,0,0.129,0.871,0.022,0,12.9,0.9,0,-4.18,-6.36,0.012,10.8,0.9,0,-4.18,-6.8,0.006
"L2hgdh",91.9,400,0.2,0.2,-10.59,-10.96,-2.23,-3.87,0.016,0,0.157,0.843,0.013,0,72,400,0,-12.97,-7.21,0.007,78.2,400,0.1,-11.93,-7.6,0.005
"L3mbtl2",2.6,0,0.1,0,1.92,0,-1.48,-3.73,0.093,0,0.074,0.926,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0
"L3mbtl3",7.3,0.1,0,0,-1.1,-1.1,-2.09,-3.71,0.024,0,0.149,0.851,0.02,0,10.2,0.1,0,-1.1,-5.94,0.012,9.7,0.1,0,-1.1,-6.55,0.01
"l7Rn6",46.8,0,0.1,0,1.26,0,-1.73,-3.72,0.047,0,0.097,0.903,0.042,0,40.6,0,0.1,1,-3.44,0.106,39.7,0,0.1,1.04,-4,0.076
"Lace1",25,0.1,0,0,-1.23,-1.23,-2.08,-3.67,0.027,0,0.162,0.838,0.023,0,33.9,0.1,0,-1.23,-5.96,0.017,31.8,0.1,0,-1.23,-6.52,0.008
"Lactb",46.9,0.1,0.1,0,0.16,-1.1,-1.84,-3.76,0.032,0,0.108,0.892,0.029,0,48.7,0.1,0,-1.1,-5.91,0.014,44.9,0.1,0.1,-0.06,-4.24,0.04
"Lactb2",28.7,0.1,0.1,0,-0.54,-1.8,-1.93,-3.75,0.026,0,0.115,0.885,0.023,0,21,0.1,0,-1.8,-6.07,0.015,24.3,0.1,0,-1.8,-6.64,0.007
"Lage3",31.3,0.1,0.1,0,0.03,-1.23,-1.85,-3.77,0.032,0,0.095,0.905,0.029,0,26.6,0.1,0,-1.23,-5.97,0.013,25,0.1,0,-1.23,-6.56,0.012
"Lair1",25.6,0.1,0.2,0,1.15,-1.23,-1.61,-3.78,0.057,0,0.072,0.928,0.053,0,23.2,0.1,0,-1.23,-5.93,0.017,21.5,0.1,0,-1.23,-6.57,0.007
"Lama2",63.8,278.8,5057.8,0.1,4.18,-11.12,-0.41,-3.89,0.385,0,0.03,0.97,0.373,0,54.8,278.8,0,-12.45,-7.33,0.01,49.7,278.8,1.8,-7.24,-6.02,0.003
"Lama3",88.5,220,0.2,0,-9.73,-12.1,-2.2,-3.9,0.02,0,0.144,0.856,0.017,0,89.3,220,0.1,-11.1,-6.81,0.008,89,220,0,-12.1,-7.87,0.005
"Lama4",113.3,0.2,0.1,0,-1.27,-2.53,-1.97,-3.8,0.028,0,0.122,0.878,0.025,0,119.3,0.2,0,-2.53,-6.22,0.011,117,0.2,0.1,-1.49,-4.93,0.017
"Lama5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.1,1,-3.41,0.112,0,0,0,0,0,0
"Lamb1",102.5,0.1,0.1,0,-0.45,-1.72,-1.87,-3.79,0.032,0,0.108,0.892,0.029,0,103.9,0.1,0.1,-0.71,-4.29,0.029,113.9,0.1,0.2,0.67,-3.17,0.098
"Lamb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.4,0,-4.83,-6.44,0.008,0.3,1.4,0,-4.83,-6.88,0.006
"Lamc2",109.6,0.3,0.2,0,-0.45,-2.83,-1.79,-3.81,0.037,0,0.093,0.907,0.034,0,123.5,0.3,0.3,-0.02,-2.96,0.104,121.6,0.3,0,-2.83,-6.8,0.008
"Lamp1",122.6,0.7,0,0.1,-3.99,-2.66,-2.21,-3.59,0.017,0,0.197,0.803,0.013,0,106.7,0.7,0,-3.99,-6.4,0.008,106.4,0.7,0.1,-2.95,-5.28,0.009
"Lamp2",862.5,649,21.3,2,-4.92,-8.34,-2.11,-3.83,0.019,0,0.134,0.866,0.017,0,866.9,649,0.2,-11.34,-6.83,0.006,876.3,649,0.1,-12.62,-7.65,0.002
"Lamp3",107.7,41.6,0.5,0.4,-6.27,-6.61,-2.16,-3.78,0.019,0,0.145,0.855,0.017,0,104.7,41.6,0,-9.7,-7,0.006,112,41.6,0,-9.7,-7.69,0.004
"Lamp5",30.7,0.1,0.1,0,0.69,-1.23,-1.75,-3.77,0.042,0,0.088,0.912,0.038,0,26.9,0.1,0,-1.23,-5.99,0.02,26.7,0.1,0,-1.23,-6.56,0.008
"Lamtor1",20.6,18.9,0.1,0,-7.31,-8.57,-2.19,-3.86,0.02,0,0.138,0.862,0.017,0,19.6,18.9,0,-8.57,-6.99,0.006,15.2,18.9,0,-8.57,-7.55,0.004
"Lamtor3",118.8,58.3,0.1,0,-8.26,-10.19,-2.24,-3.87,0.018,0,0.158,0.842,0.016,0,112.1,58.3,0,-10.19,-7.08,0.008,106.8,58.3,0,-10.19,-7.67,0.004
"Lancl1",160.9,0.3,0.1,0,-1.41,-2.67,-1.99,-3.79,0.027,0,0.12,0.88,0.024,0,145,0.3,0,-2.67,-6.25,0.01,142.5,0.3,1.4,2.16,-1.35,0.301
"Lancl2",233.5,6.9,0.3,0,-4.12,-7.12,-2.12,-3.81,0.021,0,0.142,0.858,0.018,0,221.7,6.9,0,-7.12,-6.77,0.007,218,6.9,0.1,-6.08,-6.39,0.003
"Lap3",283.8,3.3,0.2,0.3,-3.71,-3.27,-2.16,-3.53,0.02,0,0.183,0.817,0.016,0,258.6,3.3,0.1,-5.08,-5.66,0.007,263.4,3.3,0.1,-5.04,-6,0.005
"Laptm4a",134.7,0,0.1,0,1.26,0,-1.75,-3.75,0.045,0,0.102,0.898,0.04,0,154.6,0,0.1,1,-3.86,0.07,0,0,0,0,0,0
"Laptm4b",226.4,0.3,0.6,0.2,0.63,-0.51,-1.84,-3.49,0.03,0,0.127,0.873,0.027,0,242.1,0.3,0.1,-1.39,-4.21,0.031,239.4,0.3,0.3,-0.32,-3.58,0.064
"Large",82.5,21.4,0,0.1,-8.74,-7.42,-2.18,-3.8,0.02,0,0.157,0.843,0.016,0,81.2,21.4,0,-8.74,-6.92,0.007,79.6,21.4,0.1,-7.7,-6.54,0.003
"Larp1",99.2,0.4,0.1,0.3,-1.75,-0.2,-2.07,-3.23,0.022,0.001,0.231,0.769,0.017,0,98.8,0.4,0,-3.01,-6.2,0.011,100.4,0.4,0,-3.01,-6.79,0.007
"Larp1b",151.7,127.9,1.4,0.1,-6.47,-10,-2.17,-3.86,0.021,0,0.143,0.857,0.018,0,154.5,127.9,0.1,-9.73,-6.56,0.004,162.8,127.9,0,-11.32,-7.71,0.004
"Larp4",66.5,86.9,0.8,0.1,-6.73,-9.44,-2.18,-3.85,0.019,0,0.145,0.855,0.017,0,54.7,86.9,0,-10.76,-7.25,0.007,45.1,86.9,0,-10.76,-7.73,0.004
"Larp4b",93.6,1330.9,2546.9,0,0.94,-14.7,-1.43,-3.88,0.083,0,0.062,0.938,0.078,0,70.7,1330.9,0.1,-13.11,-6.97,0.007,77.9,1330.9,0,-14.7,-8.05,0.006
"Larp7",84.6,0.4,0,0,-3.01,-3.01,-2.13,-3.76,0.02,0,0.152,0.848,0.017,0,90.3,0.4,0,-3.01,-6.25,0.009,86.6,0.4,0,-3.01,-6.84,0.005
"Lars",115.8,8.9,0,0.1,-7.49,-6.16,-2.23,-3.78,0.021,0,0.175,0.825,0.017,0,122.1,8.9,0.2,-5.48,-5.36,0.007,113.5,8.9,0,-7.49,-7.42,0.005
"Lars2",22.7,0.1,0,0,-1.1,-1.1,-2.1,-3.72,0.025,0,0.161,0.839,0.021,0,29.1,0.1,0,-1.1,-6.02,0.016,28.1,0.1,0,-1.1,-6.64,0.01
"Lasp1",28.8,0.1,0.1,0,0.03,-1.23,-1.83,-3.75,0.037,0,0.111,0.889,0.033,0,30.4,0.1,0,-1.23,-5.97,0.011,28.2,0.1,0.1,-0.19,-4.19,0.047
"Lats1",187,1334.7,0,0.2,-14.7,-12.24,-2.22,-3.89,0.021,0,0.16,0.84,0.018,0,179.1,1334.7,0.1,-13.7,-7.2,0.005,174.1,1334.7,34,-5.29,-5.3,0.004
"Lats2",280.6,0.6,2.3,0.6,1.77,-0.08,-1.7,-3.43,0.046,0,0.109,0.891,0.041,0,265.5,0.6,0,-3.78,-6.35,0.01,264.3,0.6,0.1,-2.74,-5.37,0.01
"Lbp",92.4,0,0.2,0,2.38,0,-1.58,-3.79,0.07,0,0.073,0.927,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lbr",97.7,4.1,0.3,0,-3.66,-6.38,-2.03,-3.87,0.026,0,0.121,0.879,0.023,0,85.5,4.1,0,-6.38,-6.64,0.008,88.7,4.1,0,-6.38,-7.2,0.005
"Lca5",45.1,4.3,0.1,0.1,-4.52,-5.12,-2.14,-3.75,0.022,0,0.145,0.855,0.019,0,38.1,4.3,0,-6.44,-6.62,0.009,38.5,4.3,0,-6.44,-7.08,0.004
"Lca5l",12.2,0,0,0.1,0,1.32,-2.11,-3.22,0.025,0.001,0.267,0.733,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lclat1",48.4,1.5,0,0,-4.94,-4.94,-2.19,-3.77,0.022,0,0.155,0.845,0.019,0,44.6,1.5,0,-4.94,-6.4,0.007,47.3,1.5,1,-0.54,-2.86,0.104
"Lcmt1",49.1,0,0.2,0,2.38,0,-1.54,-3.73,0.077,0,0.074,0.926,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lcn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,0,0.1,1.59,-2.75,0.166,0,0,0,0,0,0
