"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"1110059G10Rik","Rab5GTP",0,0.351095518758372,0.351095518758372,6.29950193691201
"1190002N15Rik","EMPTY",0,0.639046775734191,0.639046775734191,23.5482002482416
"1190002N15Rik","Rab5GDP",0,0.0235754140514511,0.0235754140514511,1.98930481283422
"1190002N15Rik","Rab5GTP",0,0.197379766881007,0.197379766881007,3.42640418999458
"1200014J11Rik","di4spUb",0,0.147341358549427,0.147341358549427,2.59038776624795
"1200014J11Rik","Rab5GDP",0,0.44025945105059,0.44025945105059,10.0754115772703
"1200014J11Rik","Rab5GTP",0.0183582509450422,0.277211974007298,0.29557022495234,4.32689676144139
"1600012H06Rik","EMPTY",0,0.579288195909517,0.579288195909517,15.4705082902963
"1600012H06Rik","Rab5GDP",0,0.0603589535253981,0.0603589535253981,2.14437495290483
"1600012H06Rik","Rab5GTP",0,0.0327750784629844,0.0327750784629844,2.02974216326094
"1600014C10Rik","EMPTY",0,0.559532540685477,0.559532540685477,14.0498642310541
"1600014C10Rik","Rab5GDP",0,0.284940690966919,0.284940690966919,4.43340084125253
"1600014C10Rik","Rab5GTP",0,0.0791108427991766,0.0791108427991766,2.2191203992514
"1700001F09Rik","di4spUb",0,0.174668522710876,0.174668522710876,2.99668298846944
"1700001F09Rik","Rab5GDP",0,0.363134193533347,0.363134193533347,6.84497895369814
"1700001F09Rik","Rab5GTP",0,0.348346415509275,0.348346415509275,6.17176317501627
"1700001J03Rik","di4spUb",0,0.155838948171109,0.155838948171109,2.70307750759878
"1700001J03Rik","Rab5GDP",0,0.238412757172856,0.238412757172856,3.76030655391121
"1700001J03Rik","Rab5GTP",0,0.300787579754755,0.300787579754755,4.74220963172804
"1700001K19Rik","EMPTY",0,0.0149481710568453,0.0149481710568453,1.94597921225383
"1700001K19Rik","Rab5GDP",0,0.271790637698621,0.271790637698621,4.20478723404255
"1700001K19Rik","Rab5GTP",0,0.0807272620257137,0.0807272620257137,2.22519352568614
"1700001O22Rik","di4spUb",0,0.183347669590654,0.183347669590654,3.15324099722992
